subjid,event,meanamp
Per_Choice_151_rb.ept,CorrectFdbkFood,15.58914278
Per_Choice_151_rb.ept,CorrectFdbkFood,17.25364747
Per_Choice_151_rb.ept,CorrectFdbkFood,5.007866371
Per_Choice_151_rb.ept,CorrectFdbkFood,8.347345888
Per_Choice_151_rb.ept,CorrectFdbkFood,2.006404574
Per_Choice_151_rb.ept,CorrectFdbkFood,8.912858451
Per_Choice_151_rb.ept,CorrectFdbkFood,-0.136155499
Per_Choice_151_rb.ept,CorrectFdbkFood,2.160417973
Per_Choice_151_rb.ept,CorrectFdbkFood,6.597697707
Per_Choice_151_rb.ept,CorrectFdbkFood,6.070660551
Per_Choice_151_rb.ept,CorrectFdbkFood,7.969512496
Per_Choice_151_rb.ept,CorrectFdbkFood,10.77673496
Per_Choice_151_rb.ept,CorrectFdbkFood,10.81723462
Per_Choice_151_rb.ept,CorrectFdbkFood,9.852411482
Per_Choice_151_rb.ept,IncorrectFdbk,3.284569967
Per_Choice_151_rb.ept,IncorrectFdbk,12.71141156
Per_Choice_151_rb.ept,IncorrectFdbk,7.297453674
Per_Choice_151_rb.ept,IncorrectFdbk,3.712424268
Per_Choice_151_rb.ept,IncorrectFdbk,13.04871613
Per_Choice_151_rb.ept,IncorrectFdbk,1.743426298
Per_Choice_151_rb.ept,IncorrectFdbk,-0.55919749
Per_Choice_151_rb.ept,IncorrectFdbk,10.47575811
Per_Choice_151_rb.ept,IncorrectFdbk,4.143406976
Per_Choice_151_rb.ept,IncorrectFdbk,5.017156919
Per_Choice_151_rb.ept,IncorrectFdbk,0.109250808
Per_Choice_151_rb.ept,IncorrectFdbk,13.82609083
Per_Choice_151_rb.ept,IncorrectFdbk,9.130526334
Per_Choice_151_rb.ept,IncorrectFdbk,-4.468439061
Per_Choice_151_rb.ept,IncorrectFdbk,7.890404217
Per_Choice_151_rb.ept,IncorrectFdbk,-0.972916636
Per_Choice_151_rb.ept,IncorrectFdbk,5.16120442
Per_Choice_151_rb.ept,IncorrectFdbk,3.242730213
Per_Choice_151_rb.ept,IncorrectFdbk,16.72666445
Per_Choice_151_rb.ept,IncorrectFdbk,3.83290853
Per_Choice_151_rb.ept,IncorrectFdbk,-2.297204373
Per_Choice_151_rb.ept,IncorrectFdbk,-2.378173408
Per_Choice_152_rb.ept,CorrectFdbk,0.208939689
Per_Choice_152_rb.ept,CorrectFdbk,-11.25358298
Per_Choice_152_rb.ept,CorrectFdbk,1.981943059
Per_Choice_152_rb.ept,CorrectFdbk,-4.539213215
Per_Choice_152_rb.ept,CorrectFdbk,-0.094927262
Per_Choice_152_rb.ept,CorrectFdbk,-2.071677806
Per_Choice_152_rb.ept,CorrectFdbk,-0.457556934
Per_Choice_152_rb.ept,CorrectFdbk,2.987168734
Per_Choice_152_rb.ept,CorrectFdbk,8.466261178
Per_Choice_152_rb.ept,CorrectFdbk,4.111658229
Per_Choice_152_rb.ept,CorrectFdbk,2.354942203
Per_Choice_152_rb.ept,CorrectFdbk,4.253831584
Per_Choice_152_rb.ept,CorrectFdbk,4.739115075
Per_Choice_152_rb.ept,CorrectFdbk,-2.96369481
Per_Choice_152_rb.ept,CorrectFdbk,10.02095241
Per_Choice_152_rb.ept,CorrectFdbk,8.728592224
Per_Choice_152_rb.ept,CorrectFdbk,-4.586089839
Per_Choice_152_rb.ept,CorrectFdbkFood,-11.25358298
Per_Choice_152_rb.ept,CorrectFdbkFood,-4.539213215
Per_Choice_152_rb.ept,CorrectFdbkFood,-2.071677806
Per_Choice_152_rb.ept,CorrectFdbkFood,-0.457556934
Per_Choice_152_rb.ept,CorrectFdbkFood,8.466261178
Per_Choice_152_rb.ept,CorrectFdbkFood,4.111658229
Per_Choice_152_rb.ept,CorrectFdbkFood,4.739115075
Per_Choice_152_rb.ept,CorrectFdbkFood,-2.96369481
Per_Choice_152_rb.ept,CorrectFdbkFood,8.728592224
Per_Choice_152_rb.ept,CorrectFdbkFood,-4.586089839
Per_Choice_152_rb.ept,IncorrectFdbk,-13.70980707
Per_Choice_152_rb.ept,IncorrectFdbk,-3.570303559
Per_Choice_152_rb.ept,IncorrectFdbk,-10.34356401
Per_Choice_152_rb.ept,IncorrectFdbk,0.67000081
Per_Choice_152_rb.ept,IncorrectFdbk,-0.485330224
Per_Choice_152_rb.ept,IncorrectFdbk,10.62096813
Per_Choice_152_rb.ept,IncorrectFdbk,-4.044581572
Per_Choice_152_rb.ept,IncorrectFdbk,4.14922497
Per_Choice_152_rb.ept,IncorrectFdbk,-2.073450662
Per_Choice_152_rb.ept,IncorrectFdbk,1.605054036
Per_Choice_152_rb.ept,IncorrectFdbk,0.903247406
Per_Choice_152_rb.ept,IncorrectFdbk,-4.105410038
Per_Choice_152_rb.ept,IncorrectFdbk,-1.604857403
Per_Choice_153_rb.ept,CorrectFdbk,5.666219383
Per_Choice_153_rb.ept,CorrectFdbk,7.231824319
Per_Choice_153_rb.ept,CorrectFdbk,4.67539117
Per_Choice_153_rb.ept,CorrectFdbk,7.365036109
Per_Choice_153_rb.ept,CorrectFdbk,10.36164475
Per_Choice_153_rb.ept,CorrectFdbk,3.009454599
Per_Choice_153_rb.ept,CorrectFdbk,-1.576215054
Per_Choice_153_rb.ept,CorrectFdbk,1.340256301
Per_Choice_153_rb.ept,CorrectFdbk,4.273832498
Per_Choice_153_rb.ept,CorrectFdbk,5.845633615
Per_Choice_153_rb.ept,CorrectFdbkFood,7.231824319
Per_Choice_153_rb.ept,CorrectFdbkFood,4.67539117
Per_Choice_153_rb.ept,CorrectFdbkFood,7.365038768
Per_Choice_153_rb.ept,CorrectFdbkFood,10.36166042
Per_Choice_153_rb.ept,CorrectFdbkFood,3.009454599
Per_Choice_153_rb.ept,CorrectFdbkFood,-1.576215054
Per_Choice_153_rb.ept,CorrectFdbkFood,4.068653646
Per_Choice_153_rb.ept,IncorrectFdbk,-5.001057504
Per_Choice_153_rb.ept,IncorrectFdbk,5.234736374
Per_Choice_153_rb.ept,IncorrectFdbk,8.635294256
Per_Choice_153_rb.ept,IncorrectFdbk,0.394442368
Per_Choice_153_rb.ept,IncorrectFdbk,4.717939108
Per_Choice_153_rb.ept,IncorrectFdbk,13.00674719
Per_Choice_153_rb.ept,IncorrectFdbk,10.66133609
Per_Choice_153_rb.ept,IncorrectFdbk,2.654554102
Per_Choice_153_rb.ept,IncorrectFdbk,3.087657873
Per_Choice_153_rb.ept,IncorrectFdbk,19.65370073
Per_Choice_153_rb.ept,IncorrectFdbk,2.793024725
Per_Choice_154_rb.ept,CorrectFdbk,3.375906965
Per_Choice_154_rb.ept,CorrectFdbk,9.118437888
Per_Choice_154_rb.ept,CorrectFdbk,10.58487999
Per_Choice_154_rb.ept,CorrectFdbk,5.173076853
Per_Choice_154_rb.ept,CorrectFdbk,8.210586943
Per_Choice_154_rb.ept,CorrectFdbk,5.908781054
Per_Choice_154_rb.ept,CorrectFdbk,10.69088036
Per_Choice_154_rb.ept,CorrectFdbk,13.95026601
Per_Choice_154_rb.ept,CorrectFdbk,11.16249711
Per_Choice_154_rb.ept,CorrectFdbk,13.0964678
Per_Choice_154_rb.ept,CorrectFdbk,9.83858557
Per_Choice_154_rb.ept,CorrectFdbk,13.18173974
Per_Choice_154_rb.ept,CorrectFdbk,6.051869705
Per_Choice_154_rb.ept,CorrectFdbk,8.710909965
Per_Choice_154_rb.ept,CorrectFdbk,1.434959016
Per_Choice_154_rb.ept,CorrectFdbk,7.922545297
Per_Choice_154_rb.ept,CorrectFdbk,0.493862972
Per_Choice_154_rb.ept,CorrectFdbk,6.675607553
Per_Choice_154_rb.ept,CorrectFdbk,2.388109265
Per_Choice_154_rb.ept,CorrectFdbk,7.676230555
Per_Choice_154_rb.ept,CorrectFdbk,2.354167963
Per_Choice_154_rb.ept,CorrectFdbk,5.973620893
Per_Choice_154_rb.ept,CorrectFdbk,8.22912572
Per_Choice_154_rb.ept,CorrectFdbkFood,3.375964298
Per_Choice_154_rb.ept,CorrectFdbkFood,9.118437888
Per_Choice_154_rb.ept,CorrectFdbkFood,5.173076853
Per_Choice_154_rb.ept,CorrectFdbkFood,5.476240113
Per_Choice_154_rb.ept,CorrectFdbkFood,10.69088036
Per_Choice_154_rb.ept,CorrectFdbkFood,13.95026601
Per_Choice_154_rb.ept,CorrectFdbkFood,11.16249711
Per_Choice_154_rb.ept,CorrectFdbkFood,6.051869705
Per_Choice_154_rb.ept,CorrectFdbkFood,1.434959016
Per_Choice_154_rb.ept,CorrectFdbkFood,0.493862972
Per_Choice_154_rb.ept,CorrectFdbkFood,6.675607553
Per_Choice_154_rb.ept,CorrectFdbkFood,8.229127734
Per_Choice_154_rb.ept,IncorrectFdbk,1.389111489
Per_Choice_154_rb.ept,IncorrectFdbk,-3.327432632
Per_Choice_154_rb.ept,IncorrectFdbk,7.056171996
Per_Choice_154_rb.ept,IncorrectFdbk,-1.622269673
Per_Choice_154_rb.ept,IncorrectFdbk,4.227697674
Per_Choice_154_rb.ept,IncorrectFdbk,-0.508857143
Per_Choice_154_rb.ept,IncorrectFdbk,4.366169066
Per_Choice_154_rb.ept,IncorrectFdbk,-0.212783401
Per_Choice_154_rb.ept,IncorrectFdbk,6.015390392
Per_Choice_154_rb.ept,IncorrectFdbk,0.358102035
Per_Choice_154_rb.ept,IncorrectFdbk,5.324398018
Per_Choice_154_rb.ept,IncorrectFdbk,7.166667405
Per_Choice_154_rb.ept,IncorrectFdbk,4.797892743
Per_Choice_154_rb.ept,IncorrectFdbk,3.726678762
Per_Choice_154_rb.ept,IncorrectFdbk,7.222361019
Per_Choice_154_rb.ept,IncorrectFdbk,9.431608021
Per_Choice_154_rb.ept,IncorrectFdbk,4.93462079
Per_Choice_154_rb.ept,IncorrectFdbk,0.29063917
Per_Choice_154_rb.ept,IncorrectFdbk,6.861274247
Per_Choice_154_rb.ept,IncorrectFdbk,4.946261718
Per_Choice_155_rb.ept,CorrectFdbk,3.312415213
Per_Choice_155_rb.ept,CorrectFdbk,-2.115532828
Per_Choice_155_rb.ept,CorrectFdbk,4.443120625
Per_Choice_155_rb.ept,CorrectFdbk,2.199318024
Per_Choice_155_rb.ept,CorrectFdbk,-2.463653123
Per_Choice_155_rb.ept,CorrectFdbk,-0.417317734
Per_Choice_155_rb.ept,CorrectFdbk,-0.871727409
Per_Choice_155_rb.ept,CorrectFdbk,5.351089399
Per_Choice_155_rb.ept,CorrectFdbk,0.461895199
Per_Choice_155_rb.ept,CorrectFdbk,2.467508306
Per_Choice_155_rb.ept,CorrectFdbk,0.851773775
Per_Choice_155_rb.ept,CorrectFdbk,3.447181443
Per_Choice_155_rb.ept,CorrectFdbk,-1.022512547
Per_Choice_155_rb.ept,CorrectFdbk,8.667462428
Per_Choice_155_rb.ept,CorrectFdbk,2.722713171
Per_Choice_155_rb.ept,CorrectFdbk,4.936249754
Per_Choice_155_rb.ept,CorrectFdbk,1.349587587
Per_Choice_155_rb.ept,CorrectFdbk,-4.201372366
Per_Choice_155_rb.ept,CorrectFdbk,-3.428568106
Per_Choice_155_rb.ept,CorrectFdbk,0.143130479
Per_Choice_155_rb.ept,CorrectFdbk,-0.519943628
Per_Choice_155_rb.ept,CorrectFdbk,0.362477818
Per_Choice_155_rb.ept,CorrectFdbk,-0.165353122
Per_Choice_155_rb.ept,CorrectFdbk,-5.135564652
Per_Choice_155_rb.ept,CorrectFdbk,4.80322415
Per_Choice_155_rb.ept,CorrectFdbkFood,3.312415213
Per_Choice_155_rb.ept,CorrectFdbkFood,-2.115532828
Per_Choice_155_rb.ept,CorrectFdbkFood,4.443120625
Per_Choice_155_rb.ept,CorrectFdbkFood,-2.463653123
Per_Choice_155_rb.ept,CorrectFdbkFood,-0.074316191
Per_Choice_155_rb.ept,CorrectFdbkFood,5.351089399
Per_Choice_155_rb.ept,CorrectFdbkFood,0.461895199
Per_Choice_155_rb.ept,CorrectFdbkFood,2.467508306
Per_Choice_155_rb.ept,CorrectFdbkFood,0.851773775
Per_Choice_155_rb.ept,CorrectFdbkFood,-0.809899836
Per_Choice_155_rb.ept,CorrectFdbkFood,8.667462428
Per_Choice_155_rb.ept,CorrectFdbkFood,4.936249754
Per_Choice_155_rb.ept,CorrectFdbkFood,1.349587587
Per_Choice_155_rb.ept,CorrectFdbkFood,-4.201372366
Per_Choice_155_rb.ept,CorrectFdbkFood,0.362477818
Per_Choice_155_rb.ept,CorrectFdbkFood,-5.135564652
Per_Choice_155_rb.ept,CorrectFdbkFood,4.80322415
Per_Choice_155_rb.ept,IncorrectFdbk,-1.725906601
Per_Choice_155_rb.ept,IncorrectFdbk,7.58644629
Per_Choice_155_rb.ept,IncorrectFdbk,3.894798805
Per_Choice_155_rb.ept,IncorrectFdbk,-3.360611094
Per_Choice_155_rb.ept,IncorrectFdbk,-3.296182724
Per_Choice_155_rb.ept,IncorrectFdbk,2.150577942
Per_Choice_155_rb.ept,IncorrectFdbk,-1.777894461
Per_Choice_155_rb.ept,IncorrectFdbk,0.914255076
Per_Choice_155_rb.ept,IncorrectFdbk,0.008598232
Per_Choice_155_rb.ept,IncorrectFdbk,1.705598376
Per_Choice_155_rb.ept,IncorrectFdbk,4.2646268
Per_Choice_155_rb.ept,IncorrectFdbk,-0.43645515
Per_Choice_155_rb.ept,IncorrectFdbk,-1.679775718
Per_Choice_155_rb.ept,IncorrectFdbk,-0.136561592
Per_Choice_155_rb.ept,IncorrectFdbk,-2.020715814
Per_Choice_155_rb.ept,IncorrectFdbk,0.821162904
Per_Choice_155_rb.ept,IncorrectFdbk,-2.128523114
Per_Choice_155_rb.ept,IncorrectFdbk,-2.749906608
Per_Choice_155_rb.ept,IncorrectFdbk,-1.69286711
Per_Choice_155_rb.ept,IncorrectFdbk,-0.767190283
Per_Choice_155_rb.ept,IncorrectFdbk,0.407318199
Per_Choice_155_rb.ept,IncorrectFdbk,-3.161434847
Per_Choice_155_rb.ept,IncorrectFdbk,-3.093194783
Per_Choice_155_rb.ept,IncorrectFdbk,0.774087486
Per_Choice_156_rb.ept,CorrectFdbk,2.456589296
Per_Choice_156_rb.ept,CorrectFdbk,0.281785354
Per_Choice_156_rb.ept,CorrectFdbk,4.040533218
Per_Choice_156_rb.ept,CorrectFdbk,1.538770408
Per_Choice_156_rb.ept,CorrectFdbk,0.481101077
Per_Choice_156_rb.ept,CorrectFdbk,5.264945962
Per_Choice_156_rb.ept,CorrectFdbk,-0.623680751
Per_Choice_156_rb.ept,CorrectFdbk,6.965759611
Per_Choice_156_rb.ept,CorrectFdbk,-0.352060685
Per_Choice_156_rb.ept,CorrectFdbk,-5.536226804
Per_Choice_156_rb.ept,CorrectFdbk,2.682151461
Per_Choice_156_rb.ept,CorrectFdbk,-2.943803618
Per_Choice_156_rb.ept,CorrectFdbk,5.166455652
Per_Choice_156_rb.ept,CorrectFdbk,2.153830934
Per_Choice_156_rb.ept,CorrectFdbk,-0.092379686
Per_Choice_156_rb.ept,CorrectFdbk,2.255830395
Per_Choice_156_rb.ept,CorrectFdbk,3.426652993
Per_Choice_156_rb.ept,CorrectFdbk,-7.859861573
Per_Choice_156_rb.ept,CorrectFdbk,0.486267419
Per_Choice_156_rb.ept,CorrectFdbk,9.227915865
Per_Choice_156_rb.ept,CorrectFdbk,-8.401003485
Per_Choice_156_rb.ept,CorrectFdbk,3.437921912
Per_Choice_156_rb.ept,CorrectFdbk,1.580595445
Per_Choice_156_rb.ept,CorrectFdbk,-1.732840982
Per_Choice_156_rb.ept,CorrectFdbk,1.134237726
Per_Choice_156_rb.ept,CorrectFdbkFood,2.456589608
Per_Choice_156_rb.ept,CorrectFdbkFood,0.281755183
Per_Choice_156_rb.ept,CorrectFdbkFood,1.538770408
Per_Choice_156_rb.ept,CorrectFdbkFood,0.481101077
Per_Choice_156_rb.ept,CorrectFdbkFood,5.264945962
Per_Choice_156_rb.ept,CorrectFdbkFood,6.965759611
Per_Choice_156_rb.ept,CorrectFdbkFood,-0.352060685
Per_Choice_156_rb.ept,CorrectFdbkFood,5.166455652
Per_Choice_156_rb.ept,CorrectFdbkFood,-0.092379686
Per_Choice_156_rb.ept,CorrectFdbkFood,2.255830395
Per_Choice_156_rb.ept,CorrectFdbkFood,10.0783826
Per_Choice_156_rb.ept,CorrectFdbkFood,3.437921912
Per_Choice_156_rb.ept,CorrectFdbkFood,1.580595445
Per_Choice_156_rb.ept,CorrectFdbkFood,-1.732840982
Per_Choice_156_rb.ept,IncorrectFdbk,-6.986648182
Per_Choice_156_rb.ept,IncorrectFdbk,5.430524806
Per_Choice_156_rb.ept,IncorrectFdbk,7.81572567
Per_Choice_156_rb.ept,IncorrectFdbk,6.840768688
Per_Choice_156_rb.ept,IncorrectFdbk,-4.623768147
Per_Choice_156_rb.ept,IncorrectFdbk,-3.23020992
Per_Choice_156_rb.ept,IncorrectFdbk,-0.482590848
Per_Choice_156_rb.ept,IncorrectFdbk,2.949941676
Per_Choice_156_rb.ept,IncorrectFdbk,-5.756899963
Per_Choice_156_rb.ept,IncorrectFdbk,7.372162052
Per_Choice_156_rb.ept,IncorrectFdbk,-2.255311185
Per_Choice_156_rb.ept,IncorrectFdbk,1.665660592
Per_Choice_156_rb.ept,IncorrectFdbk,-7.165809051
Per_Choice_156_rb.ept,IncorrectFdbk,-6.699928756
Per_Choice_156_rb.ept,IncorrectFdbk,1.76986993
Per_Choice_156_rb.ept,IncorrectFdbk,0.547793309
Per_Choice_156_rb.ept,IncorrectFdbk,8.190761905
Per_Choice_156_rb.ept,IncorrectFdbk,13.02595903
Per_Choice_156_rb.ept,IncorrectFdbk,6.038546862
Per_Choice_156_rb.ept,IncorrectFdbk,-0.451036116
Per_Choice_156_rb.ept,IncorrectFdbk,-2.080150688
Per_Choice_156_rb.ept,IncorrectFdbk,-3.648388704
Per_Choice_156_rb.ept,IncorrectFdbk,6.76002141
Per_Choice_156_rb.ept,IncorrectFdbk,-6.29894969
Per_Choice_156_rb.ept,IncorrectFdbk,1.289929706
Per_Choice_158_rb.ept,CorrectFdbk,7.96044673
Per_Choice_159_rb.ept,CorrectFdbk,2.874373471
Per_Choice_159_rb.ept,CorrectFdbk,2.583278478
Per_Choice_159_rb.ept,CorrectFdbk,0.86989385
Per_Choice_159_rb.ept,CorrectFdbk,6.85955371
Per_Choice_159_rb.ept,CorrectFdbk,7.197289253
Per_Choice_159_rb.ept,CorrectFdbk,3.803088963
Per_Choice_159_rb.ept,CorrectFdbk,0.784634408
Per_Choice_159_rb.ept,CorrectFdbk,4.417091869
Per_Choice_159_rb.ept,CorrectFdbk,4.487546327
Per_Choice_159_rb.ept,CorrectFdbk,8.802955419
Per_Choice_159_rb.ept,CorrectFdbk,13.47688311
Per_Choice_159_rb.ept,CorrectFdbk,-2.442118927
Per_Choice_159_rb.ept,CorrectFdbk,4.223731755
Per_Choice_159_rb.ept,CorrectFdbk,0.788903778
Per_Choice_159_rb.ept,CorrectFdbk,4.545916235
Per_Choice_159_rb.ept,CorrectFdbk,10.19297692
Per_Choice_159_rb.ept,CorrectFdbk,5.636517667
Per_Choice_159_rb.ept,CorrectFdbk,13.5496362
Per_Choice_159_rb.ept,CorrectFdbk,13.66940421
Per_Choice_159_rb.ept,CorrectFdbk,9.309966512
Per_Choice_159_rb.ept,CorrectFdbk,7.577990006
Per_Choice_159_rb.ept,CorrectFdbkFood,2.874373471
Per_Choice_159_rb.ept,CorrectFdbkFood,2.583278478
Per_Choice_159_rb.ept,CorrectFdbkFood,0.86989385
Per_Choice_159_rb.ept,CorrectFdbkFood,6.85955371
Per_Choice_159_rb.ept,CorrectFdbkFood,7.197289253
Per_Choice_159_rb.ept,CorrectFdbkFood,4.417247784
Per_Choice_159_rb.ept,CorrectFdbkFood,4.487546327
Per_Choice_159_rb.ept,CorrectFdbkFood,13.47688311
Per_Choice_159_rb.ept,CorrectFdbkFood,-2.442103329
Per_Choice_159_rb.ept,CorrectFdbkFood,0.788903778
Per_Choice_159_rb.ept,CorrectFdbkFood,4.545916235
Per_Choice_159_rb.ept,CorrectFdbkFood,5.636517192
Per_Choice_159_rb.ept,CorrectFdbkFood,13.66940421
Per_Choice_159_rb.ept,CorrectFdbkFood,9.309966512
Per_Choice_159_rb.ept,CorrectFdbkFood,7.577990006
Per_Choice_159_rb.ept,IncorrectFdbk,5.220113141
Per_Choice_159_rb.ept,IncorrectFdbk,11.06792856
Per_Choice_159_rb.ept,IncorrectFdbk,0.628508239
Per_Choice_159_rb.ept,IncorrectFdbk,4.19866371
Per_Choice_159_rb.ept,IncorrectFdbk,-4.039662657
Per_Choice_159_rb.ept,IncorrectFdbk,-0.155513926
Per_Choice_159_rb.ept,IncorrectFdbk,6.564496124
Per_Choice_159_rb.ept,IncorrectFdbk,1.471046142
Per_Choice_159_rb.ept,IncorrectFdbk,5.046059432
Per_Choice_159_rb.ept,IncorrectFdbk,3.19323703
Per_Choice_159_rb.ept,IncorrectFdbk,9.528550171
Per_Choice_159_rb.ept,IncorrectFdbk,6.34638612
Per_Choice_159_rb.ept,IncorrectFdbk,-1.806458743
Per_Choice_159_rb.ept,IncorrectFdbk,1.946096401
Per_Choice_159_rb.ept,IncorrectFdbk,-2.275657911
Per_Choice_159_rb.ept,IncorrectFdbk,-0.818087497
Per_Choice_159_rb.ept,IncorrectFdbk,-6.250291882
Per_Choice_159_rb.ept,IncorrectFdbk,1.898198527
Per_Choice_159_rb.ept,IncorrectFdbk,-0.149575836
Per_Choice_159_rb.ept,IncorrectFdbk,1.991854171
Per_Choice_159_rb.ept,IncorrectFdbk,-0.056672073
Per_Choice_160_rb.ept,CorrectFdbk,7.26433927
Per_Choice_160_rb.ept,CorrectFdbk,5.835671362
Per_Choice_160_rb.ept,CorrectFdbk,2.596089332
Per_Choice_160_rb.ept,CorrectFdbk,0.830690785
Per_Choice_160_rb.ept,CorrectFdbk,9.842056013
Per_Choice_160_rb.ept,CorrectFdbk,12.13218796
Per_Choice_160_rb.ept,CorrectFdbk,9.160444326
Per_Choice_160_rb.ept,CorrectFdbk,8.806143953
Per_Choice_160_rb.ept,CorrectFdbk,8.111503876
Per_Choice_160_rb.ept,CorrectFdbk,23.49568229
Per_Choice_160_rb.ept,CorrectFdbk,6.373825652
Per_Choice_160_rb.ept,CorrectFdbk,4.074372734
Per_Choice_160_rb.ept,CorrectFdbk,19.7183929
Per_Choice_160_rb.ept,CorrectFdbk,9.05910139
Per_Choice_160_rb.ept,CorrectFdbk,-7.595974968
Per_Choice_160_rb.ept,CorrectFdbk,5.352568683
Per_Choice_160_rb.ept,CorrectFdbk,14.41141135
Per_Choice_160_rb.ept,CorrectFdbk,8.819764479
Per_Choice_160_rb.ept,CorrectFdbk,12.52130183
Per_Choice_160_rb.ept,CorrectFdbkFood,7.264657304
Per_Choice_160_rb.ept,CorrectFdbkFood,5.835775093
Per_Choice_160_rb.ept,CorrectFdbkFood,2.596089332
Per_Choice_160_rb.ept,CorrectFdbkFood,0.830939906
Per_Choice_160_rb.ept,CorrectFdbkFood,8.111503876
Per_Choice_160_rb.ept,CorrectFdbkFood,6.373825652
Per_Choice_160_rb.ept,CorrectFdbkFood,4.795056953
Per_Choice_160_rb.ept,CorrectFdbkFood,-7.595974968
Per_Choice_160_rb.ept,CorrectFdbkFood,14.41141275
Per_Choice_160_rb.ept,CorrectFdbkFood,12.52130183
Per_Choice_160_rb.ept,IncorrectFdbk,5.141936139
Per_Choice_160_rb.ept,IncorrectFdbk,8.480219395
Per_Choice_160_rb.ept,IncorrectFdbk,-0.064033592
Per_Choice_160_rb.ept,IncorrectFdbk,7.194942783
Per_Choice_160_rb.ept,IncorrectFdbk,8.175993355
Per_Choice_160_rb.ept,IncorrectFdbk,4.177584034
Per_Choice_160_rb.ept,IncorrectFdbk,17.37019862
Per_Choice_160_rb.ept,IncorrectFdbk,0.105543433
Per_Choice_160_rb.ept,IncorrectFdbk,13.11052648
Per_Choice_160_rb.ept,IncorrectFdbk,11.00378485
Per_Choice_160_rb.ept,IncorrectFdbk,7.611589966
Per_Choice_160_rb.ept,IncorrectFdbk,2.123287337
Per_Choice_160_rb.ept,IncorrectFdbk,-6.202547441
Per_Choice_160_rb.ept,IncorrectFdbk,-2.402966691
Per_Choice_160_rb.ept,IncorrectFdbk,5.491084326
Per_Choice_160_rb.ept,IncorrectFdbk,-4.064011527
Per_Choice_160_rb.ept,IncorrectFdbk,0.410051123
Per_Choice_160_rb.ept,IncorrectFdbk,9.254160312
Per_Choice_160_rb.ept,IncorrectFdbk,1.354922928
Per_Choice_160_rb.ept,IncorrectFdbk,5.761444585
Per_Choice_161_rb.ept,CorrectFdbk,5.519239473
Per_Choice_161_rb.ept,CorrectFdbk,8.146828183
Per_Choice_161_rb.ept,CorrectFdbk,17.58788162
Per_Choice_161_rb.ept,CorrectFdbk,11.75448287
Per_Choice_161_rb.ept,CorrectFdbk,10.95132899
Per_Choice_161_rb.ept,CorrectFdbk,13.06674718
Per_Choice_161_rb.ept,CorrectFdbk,9.887184424
Per_Choice_161_rb.ept,CorrectFdbk,9.758836267
Per_Choice_161_rb.ept,CorrectFdbk,15.92103784
Per_Choice_161_rb.ept,CorrectFdbk,0.239959937
Per_Choice_161_rb.ept,CorrectFdbk,14.63370822
Per_Choice_161_rb.ept,CorrectFdbk,20.30753917
Per_Choice_161_rb.ept,CorrectFdbk,7.349225024
Per_Choice_161_rb.ept,CorrectFdbk,16.45535081
Per_Choice_161_rb.ept,CorrectFdbk,2.665553492
Per_Choice_161_rb.ept,CorrectFdbk,1.228439412
Per_Choice_161_rb.ept,CorrectFdbk,15.74393589
Per_Choice_161_rb.ept,CorrectFdbk,9.987708011
Per_Choice_161_rb.ept,CorrectFdbk,-1.541346563
Per_Choice_161_rb.ept,CorrectFdbkFood,5.517939963
Per_Choice_161_rb.ept,CorrectFdbkFood,8.146828183
Per_Choice_161_rb.ept,CorrectFdbkFood,11.75733049
Per_Choice_161_rb.ept,CorrectFdbkFood,10.95132899
Per_Choice_161_rb.ept,CorrectFdbkFood,9.758836267
Per_Choice_161_rb.ept,CorrectFdbkFood,15.92103784
Per_Choice_161_rb.ept,CorrectFdbkFood,0.239959937
Per_Choice_161_rb.ept,CorrectFdbkFood,14.63370822
Per_Choice_161_rb.ept,CorrectFdbkFood,7.349225024
Per_Choice_161_rb.ept,CorrectFdbkFood,2.665553492
Per_Choice_161_rb.ept,CorrectFdbkFood,9.987708011
Per_Choice_161_rb.ept,CorrectFdbkFood,-1.541327457
Per_Choice_161_rb.ept,IncorrectFdbk,-1.176005941
Per_Choice_161_rb.ept,IncorrectFdbk,9.939759096
Per_Choice_161_rb.ept,IncorrectFdbk,12.200642
Per_Choice_161_rb.ept,IncorrectFdbk,9.362120628
Per_Choice_161_rb.ept,IncorrectFdbk,6.780486981
Per_Choice_161_rb.ept,IncorrectFdbk,3.14577723
Per_Choice_161_rb.ept,IncorrectFdbk,0.476088084
Per_Choice_161_rb.ept,IncorrectFdbk,18.83699123
Per_Choice_161_rb.ept,IncorrectFdbk,12.19077916
Per_Choice_161_rb.ept,IncorrectFdbk,10.2522352
Per_Choice_161_rb.ept,IncorrectFdbk,4.387570722
Per_Choice_161_rb.ept,IncorrectFdbk,1.382132476
Per_Choice_161_rb.ept,IncorrectFdbk,1.084922442
Per_Choice_161_rb.ept,IncorrectFdbk,-2.303273154
Per_Choice_161_rb.ept,IncorrectFdbk,6.348588561
Per_Choice_161_rb.ept,IncorrectFdbk,8.988711554
Per_Choice_161_rb.ept,IncorrectFdbk,10.62775209
Per_Choice_161_rb.ept,IncorrectFdbk,16.15969852
Per_Choice_162_rb.ept,CorrectFdbk,-0.121700687
Per_Choice_162_rb.ept,CorrectFdbk,-0.793841948
Per_Choice_162_rb.ept,CorrectFdbk,2.250363465
Per_Choice_162_rb.ept,CorrectFdbk,-6.582162133
